EVT_NAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,COUNT
Great Basin Foothill and Lower Montane Riparian Shrubland,Tr Inter-Mountain Basins Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1917481
Columbia Basin Foothill Riparian Herbaceous,Tr Inter-Mountain Basins Montane Riparian Systems,Herb,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,144998
Great Basin Foothill and Lower Montane Riparian Herbaceous,Tr Inter-Mountain Basins Montane Riparian Systems,Herb,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,754219
Northern Rocky Mountain Lower Montane Riparian Shrubland,Tr Rocky Mountain Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,611962
Northwestern Great Plains Floodplain Shrubland,Tr Western Great Plains Floodplain Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,123789
Northwestern Great Plains Floodplain Herbaceous,Tr Western Great Plains Floodplain Systems,Herb,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,2325310
Northwestern Great Plains Riparian Shrubland,Tr Western Great Plains Floodplain Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,591317
Northwestern Great Plains Riparian Herbaceous,Tr Western Great Plains Floodplain Systems,Herb,Riparian,Western Herbaceous Wetland,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,17117832
Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Tr Rocky Mountain Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,2809814
Western Great Plains Floodplain Shrubland,Tr Western Great Plains Floodplain Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,501577
Western Great Plains Floodplain Herbaceous,Tr Western Great Plains Floodplain Systems,Herb,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,2043648
Western Great Plains Riparian Shrubland,Tr Western Great Plains Floodplain Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1547861
Western Great Plains Riparian Herbaceous,Tr Western Great Plains Floodplain Systems,Herb,Riparian,Western Herbaceous Wetland,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,7884943
North American Warm Desert Riparian Herbaceous,Tr North American Warm Desert Riparian Systems,Herb,Riparian,Western Herbaceous Wetland,LF 56: Western Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,211422
North American Warm Desert Riparian Shrubland,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Deciduous shrubland,448653
North American Warm Desert Lower Montane Riparian Shrubland,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Deciduous shrubland,365225
Atlantic Coastal Plain Blackwater Stream Floodplain Shrubland,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,17317
Atlantic Coastal Plain Blackwater Stream Floodplain Herbaceous,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,1079316
Central Appalachian River Floodplain Shrubland,Tr Central Interior and Appalachian Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,2128
Central Appalachian Stream and Riparian Shrubland,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,71656
Central Appalachian River Floodplain Herbaceous,Tr Central Interior and Appalachian Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,1705
Central Appalachian Stream and Riparian Herbaceous,Tr Central Interior and Appalachian Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,45110
Central Texas Coastal Prairie Riparian Shrubland,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,8299
Central Texas Coastal Prairie River Floodplain Shrubland,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,4727
Central Texas Coastal Prairie Riparian Herbaceous,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,16671
Central Texas Coastal Prairie River Floodplain Herbaceous,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,21452
East Gulf Coastal Plain Large River Floodplain Shrubland,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,2812
East Gulf Coastal Plain Large River Floodplain Herbaceous,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,204277
East Gulf Coastal Plain Small Stream and River Floodplain Shrubland,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,16224
East Gulf Coastal Plain Small Stream and River Floodplain Herbaceous,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,737354
Edwards Plateau Floodplain Terrace Shrubland,Tr Edwards Plateau Floodplain Terrace,Shrub,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,104612
Edwards Plateau Floodplain Terrace Herbaceous,Tr Edwards Plateau Floodplain Terrace,Herb,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,61451
Great Lakes Dune Grassland,He Great Lakes Dune Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,LF 57: Dunes and Maritime Grasslands,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,21281
Gulf Coast Chenier Plain Fresh and Oligohaline Tidal Marsh Shrubland,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Shrub,Riparian,Atlantic Coastal Marsh,SRM 807: Gulf Coast Fresh Marsh,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,3998
Gulf Coast Chenier Plain Salt and Brackish Tidal Marsh Shrubland,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Shrub,Riparian,Atlantic Coastal Marsh,SRM 806: Gulf Coast Salt Marsh,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,4814
Laurentian Acidic Rocky Outcrop Shrubland,Tr Laurentian Acidic Rocky Outcrop,Shrub,Shrubland,Jack Pine Forest,SAF 15: Red Pine,Shrub-dominated,Shrubland,Evergreen shrubland,1251
Laurentian-Acadian Calcareous Rocky Outcrop Shrubland,Tr Laurentian-Acadian Calcareous Rocky Outcrop,Shrub,Shrubland,Glades and Barrens,SAF 37: Northern White-Cedar,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1940
Laurentian-Acadian Floodplain Shrubland,Tr Laurentian-Acadian Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,245602
Laurentian-Acadian Shrub Swamp,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Shrub,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,3196596
Mediterranean California Foothill and Lower Montane Riparian Shrubland,Tr California Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,663816
Mediterranean California Serpentine Foothill and Lower Montane Riparian Shrubland and Seep,Tr California Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,9835
Mississippi River High Floodplain (Bottomland) Shrubland,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,7861
Mississippi River Low Floodplain (Bottomland) Shrubland,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 96: Overcup Oak-Water Hickory,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,429
Mississippi River High Floodplain (Bottomland) Herbaceous,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,1005639
Mississippi River Low Floodplain (Bottomland) Herbaceous,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 96: Overcup Oak-Water Hickory,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,100469
North American Warm Desert Riparian Mesquite Bosque Shrubland,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Deciduous shrubland,125378
North American Warm Desert Wash Shrubland,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,155409
North Pacific Hypermaritime Shrub Headland,Sh North Pacific Hypermaritime Shrub and Herbaceous Headland,Shrub,Shrubland,Pacific Coastal Scrub,SRM 204: Northern Coastal Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1118
North-Central Interior and Appalachian Acidic Peatland Shrubland,Tr Central Interior and Appalachian Swamp Systems,Shrub,Riparian,Atlantic Swamp Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,244239
North-Central Interior Floodplain Shrubland,Tr Central Interior and Appalachian Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,142148
North-Central Interior Graminoid Alkaline Fen,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,Riparian,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,90154
North-Central Interior Wet Meadow,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,Riparian,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,1866851
Northern Appalachian-Acadian Rocky Heath Outcrop Shrubland,Tr Northern Appalachian-Acadian Rocky Heath Outcrop,Shrub,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,22249
Northern Atlantic Coastal Plain Riparian and Floodplain Shrubland,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,3703
Northern Atlantic Coastal Plain Riparian and Floodplain Herbaceous,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,47965
Ozark-Ouachita Riparian Shrubland,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1284
Ozark-Ouachita Riparian Herbaceous,Tr Central Interior and Appalachian Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,207902
South Florida Slough Gator Hole and Willow Head Woodland,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Tree,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,803328
South-Central Interior Large Floodplain Shrubland,Tr Central Interior and Appalachian Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,7975
South-Central Interior Small Stream and Riparian Shrubland,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,22403
South-Central Interior Large Floodplain Herbaceous,Tr Central Interior and Appalachian Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,713299
South-Central Interior Small Stream and Riparian Herbaceous,Tr Central Interior and Appalachian Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,306415
Southeastern Great Plains Floodplain Shrubland,Tr Central Interior and Appalachian Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Deciduous shrubland,136393
Southeastern Great Plains Riparian Shrubland,Tr Central Interior and Appalachian Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Deciduous shrubland,292437
Southeastern Great Plains Floodplain Herbaceous,Tr Central Interior and Appalachian Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1091567
Southeastern Great Plains Riparian Herbaceous,Tr Central Interior and Appalachian Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1476510
Southern Atlantic Coastal Plain Large River Floodplain Shrubland,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,963
Southern Atlantic Coastal Plain Large River Floodplain Herbaceous,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,94514
Southern Piedmont Large Floodplain Shrubland,Tr Central Interior and Appalachian Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,500
Southern Piedmont Small Floodplain and Riparian Shrubland,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,3759
Southern Piedmont Large Floodplain Herbaceous,Tr Central Interior and Appalachian Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,4059
